seq1_accession;seq1_variante;seq1_pais;seq1_estado;seq1_tamanho;seq1_spike_tamanho;seq1_data_coleta;seq2_accession;seq2_variante;seq2_pais;seq2_estado;seq2_tamanho;seq2_spike_tamanho;seq2_data_coleta;grupo;completa_total_score;completa_matches;completa_mismatches;completa_gap_openings;completa_gap_extentions;spike_total_score;spike_matches;spike_mismatches;spike_gap_openings;spike_gap_extentions
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM080705.1;B.1.1.529;USA;MN;29806;3810;44538;inter-variantes;29556;29750;55;3;10;3727;3793;17;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM080710.1;B.1.1.529;USA;MN;29805;3810;44538;inter-variantes;29547;29747;57;3;10;3735;3795;15;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM038373.1;B.1.1.529;USA;MS;29804;3801;44546;inter-variantes;29504;29731;59;4;19;3701;3785;16;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM038376.1;B.1.1.529;USA;MS;29804;3807;44546;inter-variantes;29441;29719;64;6;34;3654;3777;24;3;21
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OL579980.1;B.1.1.529;USA;FL;29831;3822;44273;inter-variantes;29637;29783;42;2;7;3757;3805;11;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON189634.1;B.1.1.529;USA;;29804;3819;44584;inter-variantes;29400;29717;65;8;49;3630;3777;27;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313199.1;B.1.1.529;USA;;29811;3822;44610;inter-variantes;29433;29726;62;7;43;3663;3786;21;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON071365.1;B.1.1.529;USA;;29808;3822;44589;inter-variantes;29413;29721;64;8;46;3651;3783;24;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP879969.1;B.1.1.529;USA;;29805;3807;44853;inter-variantes;29422;29718;73;5;31;3682;3784;17;3;21
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP879987.1;B.1.1.529;USA;;29811;3813;44855;inter-variantes;29511;29741;56;4;25;3727;3796;11;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419356.1;B.1.1.529;USA;;29805;3822;44781;inter-variantes;29455;29727;70;4;25;3733;3799;17;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419299.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29491;29736;61;4;25;3719;3794;13;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON230413.1;B.1.1.529;USA;;29808;3813;44586;inter-variantes;29389;29715;70;8;46;3605;3770;28;5;33
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313287.1;B.1.1.529;USA;;29841;3819;44599;inter-variantes;29349;29720;71;8;67;3626;3776;28;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419274.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29483;29734;63;4;25;3715;3793;14;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313032.1;B.1.1.529;USA;;29826;3828;44602;inter-variantes;29516;29749;54;5;28;3704;3797;16;3;18
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP051818.1;B.1.1.529;USA;;29809;3822;44737;inter-variantes;29428;29724;64;6;43;3674;3788;19;3;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON071549.1;B.1.1.529;USA;;29806;3819;44620;inter-variantes;29429;29725;65;7;40;3634;3778;26;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM229419.1;B.1.1.529;USA;;29806;3804;44547;inter-variantes;29362;29703;68;9;55;3658;3778;20;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON305405.1;B.1.1.529;USA;;29808;3822;44588;inter-variantes;29397;29717;68;8;46;3647;3782;25;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON188712.1;B.1.1.529;USA;;29811;3813;44585;inter-variantes;29457;29732;56;7;43;3641;3779;19;5;33
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419315.1;B.1.1.529;USA;;29805;3807;44759;inter-variantes;29498;29737;54;5;31;3702;3789;12;3;21
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419363.1;B.1.1.529;USA;;29817;3822;44762;inter-variantes;29537;29749;54;4;19;3757;3805;11;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419272.1;B.1.1.529;USA;;29811;3813;44787;inter-variantes;29499;29738;59;4;25;3719;3794;13;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419393.1;B.1.1.529;USA;;29811;3813;44741;inter-variantes;29507;29740;57;4;25;3731;3797;10;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON230809.1;B.1.1.529;USA;;29807;3819;44585;inter-variantes;29450;29731;60;7;40;3638;3779;25;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON189849.1;B.1.1.529;USA;;29805;3822;44585;inter-variantes;29401;29718;67;8;46;3651;3783;24;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419385.1;B.1.1.529;USA;;29817;3813;44763;inter-variantes;29488;29739;58;5;31;3715;3793;14;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419426.1;B.1.1.529;USA;;29829;3822;44761;inter-variantes;29599;29766;49;2;7;3761;3806;10;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419435.1;B.1.1.529;USA;;29829;3822;44760;inter-variantes;29611;29769;46;2;7;3761;3806;10;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON787303.1;B.1.1.529;USA;;29811;3813;44687;inter-variantes;29487;29735;62;4;25;3691;3787;20;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON118867.1;B.1.1.529;USA;;29817;3822;44585;inter-variantes;29495;29743;51;7;37;3695;3794;13;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP929937.1;B.1.1.529;USA;;29837;3807;44566;inter-variantes;29518;29759;67;4;14;3686;3782;25;1;9
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP983736.1;B.1.1.529;USA;;29820;3822;44887;inter-variantes;29485;29736;70;3;16;3737;3800;16;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM294238.1;B.1.1.529;USA;;29806;3819;44550;inter-variantes;29433;29726;64;7;40;3646;3781;23;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313485.1;B.1.1.529;USA;;29805;3819;44598;inter-variantes;29388;29714;68;8;49;3634;3778;26;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON264105.1;B.1.1.529;USA;;29817;3828;44591;inter-variantes;29430;29726;68;6;37;3656;3785;28;3;18
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON188719.1;B.1.1.529;USA;;29817;3819;44587;inter-variantes;29462;29734;60;6;37;3642;3780;24;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OM390558.1;B.1.1.529;USA;;29814;3819;44551;inter-variantes;29422;29724;67;7;40;3626;3776;28;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419449.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29479;29733;64;4;25;3687;3786;21;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON189200.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29405;29719;66;8;46;3647;3782;25;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON068774.1;B.1.1.529;USA;;29808;3822;44608;inter-variantes;29495;29737;57;5;28;3737;3800;16;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON966040.1;B.1.1.529;USA;;29811;3822;44726;inter-variantes;29523;29744;53;4;25;3765;3807;9;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419335.1;B.1.1.529;USA;;29820;3822;44745;inter-variantes;29569;29757;49;3;16;3761;3806;10;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON305911.1;B.1.1.529;USA;;29817;3828;44598;inter-variantes;29482;29739;55;6;37;3712;3799;14;3;18
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON003813.1;B.1.1.529;USA;;29806;3822;44596;inter-variantes;29409;29720;65;8;46;3655;3784;23;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON068785.1;B.1.1.529;USA;;29805;3816;44591;inter-variantes;29439;29726;56;7;49;3669;3786;15;4;30
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON188726.1;B.1.1.529;USA;;29809;3813;44584;inter-variantes;29409;29720;68;7;43;3601;3769;29;5;33
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON800468.1;B.1.1.529;USA;;29811;3813;44708;inter-variantes;29483;29734;63;4;25;3719;3794;13;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313115.1;B.1.1.529;USA;;29804;3819;44599;inter-variantes;29496;29738;50;6;37;3690;3792;12;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON595182.1;B.1.1.529;USA;;29817;3822;44581;inter-variantes;29443;29730;64;7;37;3659;3785;22;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419340.1;B.1.1.529;USA;;29826;3822;44756;inter-variantes;29615;29770;45;2;7;3761;3806;10;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON118588.1;B.1.1.529;USA;;29814;3819;44584;inter-variantes;29434;29727;64;7;40;3662;3785;19;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON071109.1;B.1.1.529;USA;;29808;3819;44589;inter-variantes;29444;29728;57;7;46;3674;3788;16;4;27
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON188704.1;B.1.1.529;USA;;29806;3822;44585;inter-variantes;29405;29719;66;8;46;3647;3782;25;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419295.1;B.1.1.529;USA;;29808;3813;44744;inter-variantes;29475;29732;65;4;25;3715;3793;14;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP419438.1;B.1.1.529;USA;;29822;3816;44745;inter-variantes;29586;29762;47;3;13;3740;3800;10;2;12
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON594963.1;B.1.1.529;USA;;29810;3813;44680;inter-variantes;29547;29750;47;4;25;3715;3793;14;2;15
PP143202.1;B.1.617.2;USA;;29839;3816;44449;OP880133.1;B.1.1.529;USA;;29804;3822;44851;inter-variantes;29491;29736;61;4;25;3749;3803;13;1;6
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON313238.1;B.1.1.529;USA;;29820;3822;44610;inter-variantes;29475;29738;59;6;34;3675;3789;18;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON208913.1;B.1.1.529;USA;;29808;3822;44585;inter-variantes;29397;29717;68;8;46;3639;3780;27;4;24
PP143202.1;B.1.617.2;USA;;29839;3816;44449;ON226320.1;B.1.1.529;USA;;29806;3813;44587;inter-variantes;29417;29722;68;7;40;3605;3770;28;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM245956.1;B.1.617.2;USA;;29814;3816;44508;intra-delta;29729;29774;15;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244619.1;B.1.617.2;USA;;29822;3816;44509;intra-delta;29737;29782;15;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PP299883.1;B.1.617.2;USA;;29830;3816;44388;intra-delta;29709;29786;21;2;4;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OL924833.1;B.1.617.2;USA;;29812;3816;44497;intra-delta;29743;29788;15;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK652202.1;B.1.617.2;USA;;29839;3816;44442;intra-delta;29569;29716;41;2;9;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PP143434.1;B.1.617.2;USA;;29833;3816;44439;intra-delta;29729;29791;19;1;1;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PP220871.1;B.1.617.2;USA;;29831;3816;44496;intra-delta;29750;29795;15;0;0;3804;3813;3;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK657000.1;B.1.617.2;USA;;29865;3816;44446;intra-delta;29612;29744;39;1;6;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP397072.1;B.1.617.2;USA;;29811;3816;44432;intra-delta;29726;29786;20;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244624.1;B.1.617.2;USA;;29833;3816;44509;intra-delta;29753;29792;13;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246028.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29709;29769;20;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244757.1;B.1.617.2;USA;;29837;3816;44509;intra-delta;29750;29795;15;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246049.1;B.1.617.2;USA;;29835;3816;44508;intra-delta;29746;29794;16;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244701.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29737;29776;13;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PP142907.1;B.1.617.2;USA;;29833;3816;44428;intra-delta;29733;29792;18;1;1;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK383519.1;B.1.617.2;USA;;29867;3816;44407;intra-delta;29618;29747;38;1;6;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP397330.1;B.1.617.2;USA;;29883;3816;44424;intra-delta;29703;29781;26;0;0;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OL955122.1;B.1.617.2;USA;;29807;3816;44502;intra-delta;29654;29762;36;0;0;3776;3806;10;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244612.1;B.1.617.2;USA;;29827;3816;44510;intra-delta;29730;29784;18;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246166.1;B.1.617.2;USA;;29814;3816;44516;intra-delta;29725;29773;16;0;0;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246034.1;B.1.617.2;USA;;29822;3816;44508;intra-delta;29741;29783;14;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK658366.1;B.1.617.2;USA;;29866;3816;44440;intra-delta;29617;29746;38;1;6;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OL541835.1;B.1.617.2;USA;;29805;3822;44457;intra-delta;29594;29744;40;2;12;3781;3811;5;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246133.1;B.1.617.2;USA;;29833;3816;44515;intra-delta;29733;29775;14;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM153467.1;B.1.617.2;USA;;29862;3816;44389;intra-delta;29710;29767;19;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK158384.1;B.1.617.2;USA;;29816;3816;44428;intra-delta;29608;29740;39;1;6;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PP143706.1;B.1.617.2;USA;;29838;3816;44455;intra-delta;29614;29766;44;2;7;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP397426.1;B.1.617.2;USA;;29886;3816;44422;intra-delta;29726;29789;21;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK507706.1;B.1.617.2;USA;;29886;3816;44419;intra-delta;29621;29762;42;1;6;3788;3809;7;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK652281.1;B.1.617.2;USA;;29863;3816;44446;intra-delta;29610;29742;39;1;6;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OK386497.1;B.1.617.2;USA;;29867;3816;44411;intra-delta;29614;29746;39;1;6;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM246500.1;B.1.617.2;USA;;29839;3816;44523;intra-delta;29582;29741;48;1;6;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP397014.1;B.1.617.2;USA;;29873;3816;44424;intra-delta;29622;29760;35;1;15;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;MZ726510.1;B.1.617.2;USA;;29813;3816;44395;intra-delta;29613;29742;38;1;6;3792;3810;6;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM054471.1;B.1.617.2;USA;;29885;3816;44419;intra-delta;29733;29790;19;0;0;3804;3813;3;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244584.1;B.1.617.2;USA;;29814;3816;44509;intra-delta;29725;29773;16;0;0;3800;3812;4;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM244636.1;B.1.617.2;USA;;29814;3816;44510;intra-delta;29733;29775;14;0;0;3796;3811;5;0;0
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ577963.1;B.1.1.529;Brazil;;29903;3822;44762;inter-variantes;29511;29744;66;3;13;3729;3798;18;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ567389.1;B.1.1.529;Brazil;;29888;3816;44927;inter-variantes;29460;29729;66;5;28;3708;3792;18;2;12
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ567392.1;B.1.1.529;Brazil;;29903;3822;44927;inter-variantes;29511;29744;66;3;13;3729;3798;18;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ567494.1;B.1.1.529;Brazil;;29870;3807;44927;inter-variantes;29360;29701;76;7;46;3638;3773;28;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ281310.1;B.1.1.529;Brazil;;29894;3822;45108;inter-variantes;29497;29739;62;4;22;3733;3799;17;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ281378.1;B.1.1.529;Brazil;;29873;3810;45108;inter-variantes;29389;29709;71;7;43;3659;3779;25;3;18
OM524909.1;B.1.617.2;USA;;29810;3816;44511;PQ281386.1;B.1.1.529;Brazil;;29867;3804;45108;inter-variantes;29368;29703;71;8;49;3654;3777;21;4;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OR725981.1;B.1.1.529;Egypt;;29876;3813;44835;inter-variantes;29381;29707;76;6;40;3715;3793;14;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OR725982.1;B.1.1.529;Egypt;;29876;3813;44849;inter-variantes;29369;29704;79;6;40;3715;3793;14;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OR725983.1;B.1.1.529;Egypt;;29876;3813;44863;inter-variantes;29365;29703;80;6;40;3715;3793;14;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OR717328.1;B.1.1.529;Egypt;;29876;3813;44849;inter-variantes;29397;29711;72;6;40;3715;3793;14;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ954650.1;B.1.1.529;Russia;;29882;3813;44599;inter-variantes;29349;29705;75;9;52;3609;3771;27;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ052586.1;B.1.1.529;Nigeria;;29803;3807;44548;inter-variantes;29466;29705;56;5;28;3658;3778;23;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ059020.1;B.1.1.529;Russia;;29822;3822;44806;inter-variantes;29503;29727;63;3;13;3725;3797;19;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ059024.1;B.1.1.529;Russia;;29822;3822;44806;inter-variantes;29442;29714;79;3;13;3705;3792;24;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ059027.1;B.1.1.529;Russia;;29836;3822;44890;inter-variantes;29503;29739;67;3;13;3709;3793;23;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ059028.1;B.1.1.529;Russia;;29822;3822;44890;inter-variantes;29402;29704;89;3;13;3721;3796;20;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183419.1;B.1.1.529;Egypt;;29876;3813;44698;inter-variantes;29389;29709;74;6;40;3687;3786;21;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183425.1;B.1.1.529;Egypt;;29876;3813;44740;inter-variantes;29393;29710;73;6;40;3715;3793;14;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183428.1;B.1.1.529;Egypt;;29870;3807;44742;inter-variantes;29364;29702;75;7;46;3686;3785;16;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183433.1;B.1.1.529;Egypt;;29876;3813;44743;inter-variantes;29397;29711;72;6;40;3703;3790;17;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183435.1;B.1.1.529;Egypt;;29876;3813;44744;inter-variantes;29381;29707;76;6;40;3703;3790;17;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183436.1;B.1.1.529;Egypt;;29876;3813;44744;inter-variantes;29389;29709;74;6;40;3699;3789;18;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183440.1;B.1.1.529;Egypt;;29876;3813;44749;inter-variantes;29385;29708;75;6;40;3711;3792;15;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183447.1;B.1.1.529;Egypt;;29876;3813;44751;inter-variantes;29377;29706;77;6;40;3707;3791;16;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP183454.1;B.1.1.529;Egypt;;29867;3813;44728;inter-variantes;29359;29700;74;7;49;3703;3790;17;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OQ315917.1;B.1.1.529;USA;MT;29860;3807;44124;inter-variantes;29440;29706;65;5;28;3686;3785;16;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON637175.1;B.1.1.529;USA;SC;29814;3822;44576;inter-variantes;29509;29739;62;4;16;3709;3793;23;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON384194.1;B.1.1.529;USA;MP;29819;3813;44644;inter-variantes;29151;29654;117;10;61;3561;3759;39;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM396818.1;B.1.1.529;USA;NJ;29826;3819;44571;inter-variantes;29538;29735;51;4;16;3741;3801;12;2;9
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM332107.1;B.1.1.529;USA;NJ;29815;3822;44559;inter-variantes;29402;29704;67;7;40;3647;3782;25;4;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM297839.1;B.1.1.529;USA;TN;29819;3822;44558;inter-variantes;29514;29729;57;4;16;3721;3796;20;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM263440.1;B.1.1.529;USA;TN;29808;3801;44545;inter-variantes;29442;29705;69;4;22;3669;3777;24;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM196622.1;B.1.1.529;USA;NJ;29815;3819;44551;inter-variantes;29482;29721;62;5;19;3693;3789;24;2;9
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM098592.1;B.1.1.529;USA;TX;29817;3813;44549;inter-variantes;29442;29714;54;8;43;3641;3779;19;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM080504.1;B.1.1.529;USA;MN;29805;3807;44537;inter-variantes;29508;29723;54;5;19;3723;3792;15;2;9
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM080566.1;B.1.1.529;USA;MN;29803;3813;44537;inter-variantes;29396;29701;61;8;49;3637;3778;20;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM080680.1;B.1.1.529;USA;MN;29804;3807;44538;inter-variantes;29516;29725;52;5;19;3727;3793;14;2;9
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM080705.1;B.1.1.529;USA;MN;29806;3810;44538;inter-variantes;29528;29728;52;4;16;3727;3793;17;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM080710.1;B.1.1.529;USA;MN;29805;3810;44538;inter-variantes;29520;29726;54;4;16;3735;3795;15;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM038373.1;B.1.1.529;USA;MS;29804;3801;44546;inter-variantes;29475;29708;56;5;25;3701;3785;16;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM038376.1;B.1.1.529;USA;MS;29804;3807;44546;inter-variantes;29396;29692;65;7;40;3654;3777;24;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OL579980.1;B.1.1.529;USA;FL;29831;3822;44273;inter-variantes;29584;29761;49;2;12;3749;3803;13;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON189634.1;B.1.1.529;USA;;29804;3819;44584;inter-variantes;29331;29684;72;9;55;3622;3775;29;4;27
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON313199.1;B.1.1.529;USA;;29811;3822;44610;inter-variantes;29372;29695;67;8;49;3663;3786;21;4;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON071365.1;B.1.1.529;USA;;29808;3822;44589;inter-variantes;29344;29688;71;9;52;3651;3783;24;4;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP879969.1;B.1.1.529;USA;;29805;3807;44853;inter-variantes;29345;29683;82;6;37;3674;3782;19;3;21
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP879987.1;B.1.1.529;USA;;29811;3813;44855;inter-variantes;29434;29706;65;5;31;3719;3794;13;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP419356.1;B.1.1.529;USA;;29805;3822;44781;inter-variantes;29386;29694;77;5;31;3725;3797;19;1;6
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP419299.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29422;29703;68;5;31;3719;3794;13;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON230413.1;B.1.1.529;USA;;29808;3813;44586;inter-variantes;29328;29684;75;9;52;3605;3770;28;5;33
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON313287.1;B.1.1.529;USA;;29841;3819;44599;inter-variantes;29272;29685;80;9;73;3618;3774;30;4;27
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP419274.1;B.1.1.529;USA;;29811;3813;44760;inter-variantes;29406;29699;72;5;31;3707;3791;16;2;15
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON313032.1;B.1.1.529;USA;;29826;3828;44602;inter-variantes;29439;29714;63;6;34;3696;3795;18;3;18
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OP051818.1;B.1.1.529;USA;;29809;3822;44737;inter-variantes;29351;29689;73;7;49;3666;3786;21;3;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON071549.1;B.1.1.529;USA;;29806;3819;44620;inter-variantes;29353;29691;74;8;46;3626;3776;28;4;27
OM524909.1;B.1.617.2;USA;;29810;3816;44511;OM229419.1;B.1.1.529;USA;;29806;3804;44547;inter-variantes;29301;29672;73;10;61;3658;3778;20;4;24
OM524909.1;B.1.617.2;USA;;29810;3816;44511;ON305405.1;B.1.1.529;USA;;29808;3822;44588;inter-variantes;29336;29686;73;9;52;3647;3782;25;4;24
